seed,theta_chiang,se_chiang,bias_chiang,theta_iid,se_iid,bias_iid
7830,1.09664332886516,0.08404579145363794,0.09664332886516003,1.0883800331900109,0.03844041746415555,0.08838003319001086
7831,0.7925650345007628,0.08794753933927235,-0.20743496549923723,0.8272475041923146,0.0446379598762768,-0.17275249580768537
7832,1.0247021217026155,0.0945723083795148,0.024702121702615543,1.007450016024728,0.03571357791122435,0.007450016024727946
7833,1.0145347264906495,0.09890911784118984,0.014534726490649463,1.0063361189235476,0.04422754706373204,0.0063361189235475734
7834,0.9592786198546254,0.10287720090860034,-0.04072138014537463,0.9586077816239873,0.04543085212966121,-0.0413922183760127
7835,1.059283603409846,0.07609912301651907,0.059283603409846064,1.0432375579171111,0.036844560368020175,0.04323755791711115
7836,1.004940033184567,0.07926181447558808,0.004940033184567039,0.9766520282461728,0.03794991468156784,-0.02334797175382719
7837,1.066656952123279,0.10105781051824014,0.06665695212327893,1.026766870519816,0.043734997394412105,0.026766870519816077
7838,0.9964354453848944,0.09720114922986678,-0.0035645546151056307,1.0062097305936497,0.037321168629212774,0.006209730593649709
7839,0.947467977522643,0.09325678828686074,-0.052532022477357,0.9850871731668206,0.04378644885571974,-0.014912826833179404
7840,0.9734959563149373,0.07781932668867068,-0.02650404368506265,1.0114990800222246,0.037600790713436215,0.01149908002222455
7841,1.0787503376511656,0.09806036106340676,0.07875033765116557,1.0840370095651533,0.038024289268728015,0.08403700956515325
7842,1.0609030780424,0.11852921237944135,0.06090307804240003,0.9607143421654373,0.0426104138733304,-0.039285657834562726
7843,1.111353229519103,0.10801296758179198,0.11135322951910309,1.0352001611183668,0.03823933884497487,0.03520016111836677
7844,0.9986230361007093,0.09749921408898031,-0.0013769638992906508,0.9713881936931862,0.036463977413753804,-0.028611806306813814
7845,0.9504364978103111,0.09547407077275714,-0.04956350218968886,0.957362527642659,0.03888538922248821,-0.042637472357341055
7846,1.0852535233741143,0.06813516560032563,0.08525352337411429,1.0410647038953542,0.03690494127887555,0.041064703895354215
7847,1.0039154601512676,0.10005542335510553,0.003915460151267647,0.9649066525096623,0.04389889249894497,-0.035093347490337656
7848,1.0700478133244984,0.12324117491360437,0.07004781332449839,1.016273856671865,0.03905069990650962,0.016273856671864984
7849,0.9493731420236321,0.08144996793784104,-0.0506268579763679,0.9195242563683359,0.040179803711924846,-0.0804757436316641
7850,1.0176741125002762,0.09256745256488906,0.017674112500276173,0.9892582514925184,0.03692439813315029,-0.010741748507481552
7851,1.0187966380373155,0.0892670455548573,0.01879663803731546,0.9945840720211456,0.039724709598925365,-0.0054159279788543735
7852,1.0203603130853933,0.09548765831898277,0.020360313085393322,1.0208007048873948,0.040767583389717546,0.020800704887394827
7853,1.1227112224678388,0.07847712635384421,0.12271122246783883,1.1076911751166396,0.039247184688266684,0.10769117511663961
7854,1.0730228833944384,0.10705565369007396,0.07302288339443841,0.9926116914602381,0.04213805938394431,-0.007388308539761912
7855,0.8189998202854357,0.10424576219131995,-0.18100017971456428,0.9081203279526661,0.04499966196924047,-0.09187967204733394
7856,1.0873283127541842,0.07741471843001901,0.08732831275418418,1.0361551559752313,0.03699094535646716,0.036155155975231335
7857,1.055033075052395,0.11731564352733781,0.055033075052395075,1.0059723724598382,0.044433337920121434,0.005972372459838171
7858,1.0357197235465434,0.09031289757692457,0.0357197235465434,1.0061541840025006,0.03956985794445172,0.006154184002500562
