dgp,learner,strategy,n,n_reps,bias,bias_mcse,emp_se,emp_se_mcse,mod_se,mod_se_mcse,rel_se,rel_se_mcse,mse,rmse,coverage,coverage_mcse,mean_ci_length,se_noack_cr,cov_noack_cr
balkus_nocompress,deep_rf,as_iid,400,200,0.4632848923031453,0.12090414161987957,1.7098427682591109,0.08570667360199873,1.6999841240351001,0.10137059060419984,0.9942341808223405,0.07745037943315841,3.1381951836043167,1.7714951830598684,0.88,0.022978250586152115,6.663937766217592,,
balkus_nocompress,deep_rf,as_iid,900,200,0.23556661773094534,0.08006867272831984,1.1323420289360269,0.05675917720706945,1.0901276139063247,0.061116526037978736,0.962719378111075,0.07240068948123131,1.3376901018841552,1.1565855359134296,0.925,0.01862458053218917,4.273300246512793,,
balkus_nocompress,deep_rf,as_iid,2500,200,0.020518470379161168,0.035354413503717465,0.4999869106670374,0.02506207924687822,0.4678204506762706,0.022643506914117137,0.9356653958243563,0.0651973442856193,0.25040791846506855,0.5004077522032093,0.935,0.01743201078476031,1.8338561666509807,,
balkus_nocompress,deep_rf,chiang,400,200,0.47883492679383866,0.21990672259761607,3.1099506955456664,0.15588774250443194,2.6752185012216105,0.15716661881478153,0.8602125123891141,0.06643167280462708,9.901076215842634,3.1465975617868,0.86,0.024535688292770596,10.486856524788713,,
balkus_nocompress,deep_rf,chiang,900,200,0.20906611823285773,0.1067870176883352,1.5101964870021924,0.07569930977815353,1.367993966471368,0.07276366480922915,0.9058383980132925,0.06620522452280071,2.3244020711467184,1.5245989869951766,0.945,0.016120638945153514,5.362536348567763,,
balkus_nocompress,deep_rf,chiang,2500,200,0.029933173702678163,0.04764267413941224,0.6737691591567871,0.03377299625376603,0.6151508226895157,0.027953747960724185,0.9129993772041578,0.061771325319262334,0.4548608747187587,0.6744337437575011,0.94,0.01679285562374667,2.4113912249429017,,
balkus_nocompress,deep_rf,no_cf,400,200,-0.010999001407902047,0.0157882040695387,0.22327892320655726,0.011191961125732109,0.054111992565342514,0.00046925956728216604,0.24235154750940394,0.012328446127608741,0.04997445558025072,0.22354967139374354,0.37,0.034139420030223126,0.21211901085614265,,
balkus_nocompress,deep_rf,no_cf,900,200,-0.018537122494215505,0.010422068066344723,0.14739030007400244,0.007388008169549344,0.037182986852001366,0.00019452235461767423,0.25227567101316944,0.012714121386170302,0.022067525466270037,0.14855142364269028,0.385,0.034407484650872115,0.14575730845984536,,
balkus_nocompress,deep_rf,no_cf,2500,200,-0.0020483823084697676,0.007057323996556611,0.09980563309991454,0.005002804338813296,0.023187663866785224,8.938997444195163e-05,0.23232820780338378,0.011679951105127487,0.00996536026855641,0.09982665109356524,0.345,0.033613613313656115,0.09089564235779808,,
balkus_nocompress,earth_exact,as_iid,400,200,-0.4938395835801359,0.3210285400715029,4.54002915277954,0.2275710983279538,4.100855177730875,0.2195460437434737,0.9032662654203906,0.0662454246642481,20.85574224239871,4.566808759122579,0.975,0.011039701082909813,16.075352296705027,,
